# Job → Skill ID map — generated from skill_tree.json + skills.json
# job_id	skill_id	skill_constant
5	36	MC_INCCARRY
5	155	MC_LOUD
5	42	MC_MAMMONITE
5	38	MC_OVERCHARGE
5	39	MC_PUSHCART
5	41	MC_VENDING
5	1	NV_BASIC
5	142	NV_FIRSTAID
5	143	NV_TRICKDEAD
5	408	WE_BABY
5	410	WE_CALLBABY
5	409	WE_CALLPARENT
6	681	ALL_INCCARRY
6	1	NV_BASIC
6	142	NV_FIRSTAID
6	143	NV_TRICKDEAD
6	150	TF_BACKSLIDING
6	53	TF_DETOXIFY
6	48	TF_DOUBLE
6	51	TF_HIDING
6	49	TF_MISS
6	151	TF_PICKSTONE
6	52	TF_POISON
6	149	TF_SPRINKLESAND
6	50	TF_STEAL
6	152	TF_THROWSTONE
6	408	WE_BABY
6	410	WE_CALLBABY
6	409	WE_CALLPARENT
7	681	ALL_INCCARRY
7	61	KN_AUTOCOUNTER
7	62	KN_BOWLINGBASH
7	57	KN_BRANDISHSPEAR
7	64	KN_CAVALIERMASTERY
7	1001	KN_CHARGEATK
7	495	KN_ONEHAND
7	56	KN_PIERCE
7	63	KN_RIDING
7	59	KN_SPEARBOOMERANG
7	55	KN_SPEARMASTERY
7	58	KN_SPEARSTAB
7	60	KN_TWOHANDQUICKEN
7	1	NV_BASIC
7	142	NV_FIRSTAID
7	143	NV_TRICKDEAD
7	146	SM_AUTOBERSERK
7	5	SM_BASH
7	8	SM_ENDURE
7	145	SM_FATALBLOW
7	7	SM_MAGNUM
7	144	SM_MOVINGRECOVERY
7	6	SM_PROVOKE
7	4	SM_RECOVERY
7	2	SM_SWORD
7	3	SM_TWOHAND
7	408	WE_BABY
7	410	WE_CALLBABY
7	409	WE_CALLPARENT
8	681	ALL_INCCARRY
8	54	ALL_RESURRECTION
8	33	AL_ANGELUS
8	34	AL_BLESSING
8	32	AL_CRUCIS
8	35	AL_CURE
8	30	AL_DECAGI
8	23	AL_DEMONBANE
8	22	AL_DP
8	28	AL_HEAL
8	156	AL_HOLYLIGHT
8	31	AL_HOLYWATER
8	29	AL_INCAGI
8	25	AL_PNEUMA
8	24	AL_RUWACH
8	26	AL_TELEPORT
8	27	AL_WARP
8	12	MG_SAFETYWALL
8	9	MG_SRECOVERY
8	1	NV_BASIC
8	142	NV_FIRSTAID
8	143	NV_TRICKDEAD
8	68	PR_ASPERSIO
8	69	PR_BENEDICTIO
8	75	PR_GLORIA
8	66	PR_IMPOSITIO
8	73	PR_KYRIE
8	78	PR_LEXAETERNA
8	76	PR_LEXDIVINA
8	65	PR_MACEMASTERY
8	74	PR_MAGNIFICAT
8	79	PR_MAGNUS
8	1014	PR_REDEMPTIO
8	70	PR_SANCTUARY
8	71	PR_SLOWPOISON
8	72	PR_STRECOVERY
8	67	PR_SUFFRAGIUM
8	77	PR_TURNUNDEAD
8	408	WE_BABY
8	410	WE_CALLBABY
8	409	WE_CALLPARENT
9	681	ALL_INCCARRY
9	14	MG_COLDBOLT
9	157	MG_ENERGYCOAT
9	17	MG_FIREBALL
9	19	MG_FIREBOLT
9	18	MG_FIREWALL
9	15	MG_FROSTDIVER
9	20	MG_LIGHTNINGBOLT
9	11	MG_NAPALMBEAT
9	12	MG_SAFETYWALL
9	10	MG_SIGHT
9	13	MG_SOULSTRIKE
9	9	MG_SRECOVERY
9	16	MG_STONECURSE
9	21	MG_THUNDERSTORM
9	1	NV_BASIC
9	142	NV_FIRSTAID
9	143	NV_TRICKDEAD
9	408	WE_BABY
9	410	WE_CALLBABY
9	409	WE_CALLPARENT
9	90	WZ_EARTHSPIKE
9	93	WZ_ESTIMATION
9	80	WZ_FIREPILLAR
9	88	WZ_FROSTNOVA
9	91	WZ_HEAVENDRIVE
9	87	WZ_ICEWALL
9	84	WZ_JUPITEL
9	83	WZ_METEOR
9	92	WZ_QUAGMIRE
9	1006	WZ_SIGHTBLASTER
9	81	WZ_SIGHTRASHER
9	89	WZ_STORMGUST
9	85	WZ_VERMILION
9	86	WZ_WATERBALL
10	2535	ALL_BUYING_STORE
10	681	ALL_INCCARRY
10	111	BS_ADRENALINE
10	459	BS_ADRENALINE2
10	101	BS_AXE
10	98	BS_DAGGER
10	96	BS_ENCHANTEDSTONE
10	106	BS_FINDINGORE
10	1013	BS_GREED
10	110	BS_HAMMERFALL
10	105	BS_HILTBINDING
10	94	BS_IRON
10	103	BS_KNUCKLE
10	102	BS_MACE
10	114	BS_MAXIMIZE
10	97	BS_ORIDEOCON
10	113	BS_OVERTHRUST
10	108	BS_REPAIRWEAPON
10	109	BS_SKINTEMPER
10	104	BS_SPEAR
10	95	BS_STEEL
10	99	BS_SWORD
10	100	BS_TWOHANDSWORD
10	1012	BS_UNFAIRLYTRICK
10	112	BS_WEAPONPERFECT
10	107	BS_WEAPONRESEARCH
10	2544	MC_CARTDECORATE
10	153	MC_CARTREVOLUTION
10	154	MC_CHANGECART
10	37	MC_DISCOUNT
10	40	MC_IDENTIFY
10	36	MC_INCCARRY
10	155	MC_LOUD
10	42	MC_MAMMONITE
10	38	MC_OVERCHARGE
10	39	MC_PUSHCART
10	41	MC_VENDING
10	1	NV_BASIC
10	142	NV_FIRSTAID
10	143	NV_TRICKDEAD
10	408	WE_BABY
10	410	WE_CALLBABY
10	409	WE_CALLPARENT
11	148	AC_CHARGEARROW
11	45	AC_CONCENTRATION
11	46	AC_DOUBLE
11	147	AC_MAKINGARROW
11	43	AC_OWL
11	47	AC_SHOWER
11	44	AC_VULTURE
11	681	ALL_INCCARRY
11	117	HT_ANKLESNARE
11	126	HT_BEASTBANE
11	122	HT_BLASTMINE
11	129	HT_BLITZBEAT
11	123	HT_CLAYMORETRAP
11	130	HT_DETECTING
11	127	HT_FALCON
11	120	HT_FLASHER
11	121	HT_FREEZINGTRAP
11	116	HT_LANDMINE
11	1009	HT_PHANTASMIC
11	499	HT_POWER
11	124	HT_REMOVETRAP
11	119	HT_SANDMAN
11	118	HT_SHOCKWAVE
11	115	HT_SKIDTRAP
11	131	HT_SPRINGTRAP
11	128	HT_STEELCROW
11	125	HT_TALKIEBOX
11	1	NV_BASIC
11	142	NV_FIRSTAID
11	143	NV_TRICKDEAD
11	408	WE_BABY
11	410	WE_CALLBABY
11	409	WE_CALLPARENT
12	681	ALL_INCCARRY
12	135	AS_CLOAKING
12	138	AS_ENCHANTPOISON
12	137	AS_GRIMTOOTH
12	134	AS_KATAR
12	133	AS_LEFT
12	139	AS_POISONREACT
12	132	AS_RIGHT
12	1003	AS_SONICACCEL
12	136	AS_SONICBLOW
12	141	AS_SPLASHER
12	140	AS_VENOMDUST
12	1004	AS_VENOMKNIFE
12	1	NV_BASIC
12	142	NV_FIRSTAID
12	143	NV_TRICKDEAD
12	150	TF_BACKSLIDING
12	53	TF_DETOXIFY
12	48	TF_DOUBLE
12	51	TF_HIDING
12	49	TF_MISS
12	151	TF_PICKSTONE
12	52	TF_POISON
12	149	TF_SPRINKLESAND
12	50	TF_STEAL
12	152	TF_THROWSTONE
12	408	WE_BABY
12	410	WE_CALLBABY
12	409	WE_CALLPARENT
14	681	ALL_INCCARRY
14	35	AL_CURE
14	23	AL_DEMONBANE
14	22	AL_DP
14	28	AL_HEAL
14	249	CR_AUTOGUARD
14	257	CR_DEFENDER
14	255	CR_DEVOTION
14	254	CR_GRANDCROSS
14	253	CR_HOLYCROSS
14	256	CR_PROVIDENCE
14	252	CR_REFLECTSHIELD
14	251	CR_SHIELDBOOMERANG
14	250	CR_SHIELDCHARGE
14	1002	CR_SHRINK
14	258	CR_SPEARQUICKEN
14	248	CR_TRUST
14	64	KN_CAVALIERMASTERY
14	63	KN_RIDING
14	55	KN_SPEARMASTERY
14	1	NV_BASIC
14	142	NV_FIRSTAID
14	143	NV_TRICKDEAD
14	146	SM_AUTOBERSERK
14	5	SM_BASH
14	8	SM_ENDURE
14	145	SM_FATALBLOW
14	7	SM_MAGNUM
14	144	SM_MOVINGRECOVERY
14	6	SM_PROVOKE
14	4	SM_RECOVERY
14	2	SM_SWORD
14	3	SM_TWOHAND
14	408	WE_BABY
14	410	WE_CALLBABY
14	409	WE_CALLPARENT
15	681	ALL_INCCARRY
15	33	AL_ANGELUS
15	34	AL_BLESSING
15	32	AL_CRUCIS
15	35	AL_CURE
15	30	AL_DECAGI
15	23	AL_DEMONBANE
15	22	AL_DP
15	28	AL_HEAL
15	156	AL_HOLYLIGHT
15	31	AL_HOLYWATER
15	29	AL_INCAGI
15	25	AL_PNEUMA
15	24	AL_RUWACH
15	26	AL_TELEPORT
15	27	AL_WARP
15	262	MO_ABSORBSPIRITS
15	1016	MO_BALKYOUNG
15	269	MO_BLADESTOP
15	264	MO_BODYRELOCATION
15	261	MO_CALLSPIRITS
15	272	MO_CHAINCOMBO
15	273	MO_COMBOFINISH
15	265	MO_DODGE
15	270	MO_EXPLOSIONSPIRITS
15	271	MO_EXTREMITYFIST
15	267	MO_FINGEROFFENSIVE
15	266	MO_INVESTIGATE
15	259	MO_IRONHAND
15	1015	MO_KITRANSLATION
15	260	MO_SPIRITSRECOVERY
15	268	MO_STEELBODY
15	263	MO_TRIPLEATTACK
15	1	NV_BASIC
15	142	NV_FIRSTAID
15	143	NV_TRICKDEAD
15	408	WE_BABY
15	410	WE_CALLBABY
15	409	WE_CALLPARENT
16	681	ALL_INCCARRY
16	14	MG_COLDBOLT
16	157	MG_ENERGYCOAT
16	17	MG_FIREBALL
16	19	MG_FIREBOLT
16	18	MG_FIREWALL
16	15	MG_FROSTDIVER
16	20	MG_LIGHTNINGBOLT
16	11	MG_NAPALMBEAT
16	12	MG_SAFETYWALL
16	10	MG_SIGHT
16	13	MG_SOULSTRIKE
16	9	MG_SRECOVERY
16	16	MG_STONECURSE
16	21	MG_THUNDERSTORM
16	1	NV_BASIC
16	142	NV_FIRSTAID
16	143	NV_TRICKDEAD
16	290	SA_ABRACADABRA
16	274	SA_ADVANCEDBOOK
16	279	SA_AUTOSPELL
16	275	SA_CASTCANCEL
16	1007	SA_CREATECON
16	286	SA_DELUGE
16	289	SA_DISPELL
16	284	SA_DRAGONOLOGY
16	1018	SA_ELEMENTFIRE
16	1017	SA_ELEMENTGROUND
16	1008	SA_ELEMENTWATER
16	1019	SA_ELEMENTWIND
16	280	SA_FLAMELAUNCHER
16	278	SA_FREECAST
16	281	SA_FROSTWEAPON
16	288	SA_LANDPROTECTOR
16	282	SA_LIGHTNINGLOADER
16	276	SA_MAGICROD
16	283	SA_SEISMICWEAPON
16	277	SA_SPELLBREAKER
16	287	SA_VIOLENTGALE
16	285	SA_VOLCANO
16	408	WE_BABY
16	410	WE_CALLBABY
16	409	WE_CALLPARENT
16	90	WZ_EARTHSPIKE
16	93	WZ_ESTIMATION
16	91	WZ_HEAVENDRIVE
17	46	AC_DOUBLE
17	44	AC_VULTURE
17	681	ALL_INCCARRY
17	124	HT_REMOVETRAP
17	1	NV_BASIC
17	142	NV_FIRSTAID
17	143	NV_TRICKDEAD
17	212	RG_BACKSTAP
17	222	RG_CLEANER
17	1005	RG_CLOSECONFINE
17	224	RG_COMPULSION
17	221	RG_FLAGGRAFFITI
17	223	RG_GANGSTER
17	220	RG_GRAFFITI
17	219	RG_INTIMIDATE
17	225	RG_PLAGIARISM
17	214	RG_RAID
17	210	RG_SNATCHER
17	211	RG_STEALCOIN
17	217	RG_STRIPARMOR
17	218	RG_STRIPHELM
17	216	RG_STRIPSHIELD
17	215	RG_STRIPWEAPON
17	213	RG_TUNNELDRIVE
17	2	SM_SWORD
17	150	TF_BACKSLIDING
17	53	TF_DETOXIFY
17	48	TF_DOUBLE
17	51	TF_HIDING
17	49	TF_MISS
17	151	TF_PICKSTONE
17	52	TF_POISON
17	149	TF_SPRINKLESAND
17	50	TF_STEAL
17	152	TF_THROWSTONE
17	408	WE_BABY
17	410	WE_CALLBABY
17	409	WE_CALLPARENT
18	2535	ALL_BUYING_STORE
18	681	ALL_INCCARRY
18	230	AM_ACIDTERROR
18	226	AM_AXEMASTERY
18	446	AM_BERSERKPITCHER
18	238	AM_BIOETHICS
18	243	AM_CALLHOMUN
18	232	AM_CANNIBALIZE
18	236	AM_CP_ARMOR
18	237	AM_CP_HELM
18	235	AM_CP_SHIELD
18	234	AM_CP_WEAPON
18	229	AM_DEMONSTRATION
18	227	AM_LEARNINGPOTION
18	228	AM_PHARMACY
18	231	AM_POTIONPITCHER
18	244	AM_REST
18	247	AM_RESURRECTHOMUN
18	233	AM_SPHEREMINE
18	496	AM_TWILIGHT1
18	497	AM_TWILIGHT2
18	498	AM_TWILIGHT3
18	2544	MC_CARTDECORATE
18	153	MC_CARTREVOLUTION
18	154	MC_CHANGECART
18	37	MC_DISCOUNT
18	40	MC_IDENTIFY
18	36	MC_INCCARRY
18	155	MC_LOUD
18	42	MC_MAMMONITE
18	38	MC_OVERCHARGE
18	39	MC_PUSHCART
18	41	MC_VENDING
18	1	NV_BASIC
18	142	NV_FIRSTAID
18	143	NV_TRICKDEAD
18	408	WE_BABY
18	410	WE_CALLBABY
18	409	WE_CALLPARENT
19	148	AC_CHARGEARROW
19	45	AC_CONCENTRATION
19	46	AC_DOUBLE
19	147	AC_MAKINGARROW
19	43	AC_OWL
19	47	AC_SHOWER
19	44	AC_VULTURE
19	681	ALL_INCCARRY
19	322	BA_APPLEIDUN
19	320	BA_ASSASSINCROSS
19	317	BA_DISSONANCE
19	318	BA_FROSTJOKE
19	315	BA_MUSICALLESSON
19	316	BA_MUSICALSTRIKE
19	1010	BA_PANGVOICE
19	321	BA_POEMBRAGI
19	319	BA_WHISTLE
19	304	BD_ADAPTATION
19	309	BD_DRUMBATTLEFIELD
19	305	BD_ENCORE
19	308	BD_ETERNALCHAOS
19	312	BD_INTOABYSS
19	306	BD_LULLABY
19	307	BD_RICHMANKIM
19	310	BD_RINGNIBELUNGEN
19	311	BD_ROKISWEIL
19	313	BD_SIEGFRIED
19	1	NV_BASIC
19	142	NV_FIRSTAID
19	143	NV_TRICKDEAD
19	408	WE_BABY
19	410	WE_CALLBABY
19	409	WE_CALLPARENT
20	148	AC_CHARGEARROW
20	45	AC_CONCENTRATION
20	46	AC_DOUBLE
20	147	AC_MAKINGARROW
20	43	AC_OWL
20	47	AC_SHOWER
20	44	AC_VULTURE
20	681	ALL_INCCARRY
20	304	BD_ADAPTATION
20	309	BD_DRUMBATTLEFIELD
20	305	BD_ENCORE
20	308	BD_ETERNALCHAOS
20	312	BD_INTOABYSS
20	306	BD_LULLABY
20	307	BD_RICHMANKIM
20	310	BD_RINGNIBELUNGEN
20	311	BD_ROKISWEIL
20	313	BD_SIEGFRIED
20	323	DC_DANCINGLESSON
20	328	DC_DONTFORGETME
20	329	DC_FORTUNEKISS
20	327	DC_HUMMING
20	326	DC_SCREAM
20	330	DC_SERVICEFORYOU
20	324	DC_THROWARROW
20	325	DC_UGLYDANCE
20	1011	DC_WINKCHARM
20	1	NV_BASIC
20	142	NV_FIRSTAID
20	143	NV_TRICKDEAD
20	408	WE_BABY
20	410	WE_CALLBABY
20	409	WE_CALLPARENT
23	45	AC_CONCENTRATION
23	43	AC_OWL
23	44	AC_VULTURE
23	2535	ALL_BUYING_STORE
23	681	ALL_INCCARRY
23	33	AL_ANGELUS
23	34	AL_BLESSING
23	32	AL_CRUCIS
23	35	AL_CURE
23	30	AL_DECAGI
23	23	AL_DEMONBANE
23	22	AL_DP
23	28	AL_HEAL
23	31	AL_HOLYWATER
23	29	AL_INCAGI
23	25	AL_PNEUMA
23	24	AL_RUWACH
23	26	AL_TELEPORT
23	27	AL_WARP
23	37	MC_DISCOUNT
23	40	MC_IDENTIFY
23	36	MC_INCCARRY
23	42	MC_MAMMONITE
23	38	MC_OVERCHARGE
23	39	MC_PUSHCART
23	41	MC_VENDING
23	14	MG_COLDBOLT
23	17	MG_FIREBALL
23	19	MG_FIREBOLT
23	18	MG_FIREWALL
23	15	MG_FROSTDIVER
23	20	MG_LIGHTNINGBOLT
23	11	MG_NAPALMBEAT
23	12	MG_SAFETYWALL
23	10	MG_SIGHT
23	13	MG_SOULSTRIKE
23	9	MG_SRECOVERY
23	16	MG_STONECURSE
23	21	MG_THUNDERSTORM
23	1	NV_BASIC
23	142	NV_FIRSTAID
23	143	NV_TRICKDEAD
23	5	SM_BASH
23	8	SM_ENDURE
23	7	SM_MAGNUM
23	6	SM_PROVOKE
23	4	SM_RECOVERY
23	2	SM_SWORD
23	53	TF_DETOXIFY
23	48	TF_DOUBLE
23	51	TF_HIDING
23	49	TF_MISS
23	52	TF_POISON
23	50	TF_STEAL
23	408	WE_BABY
23	410	WE_CALLBABY
23	409	WE_CALLPARENT
24	681	ALL_INCCARRY
24	505	GS_ADJUSTMENT
24	503	GS_BULLSEYE
24	511	GS_CHAINACTION
24	508	GS_CRACKER
24	516	GS_DESPERADO
24	513	GS_DISARM
24	518	GS_DUST
24	501	GS_FLING
24	519	GS_FULLBUSTER
24	517	GS_GATLINGFEVER
24	500	GS_GLITTERING
24	521	GS_GROUNDDRIFT
24	506	GS_INCREASING
24	504	GS_MADNESSCANCEL
24	507	GS_MAGICALBULLET
24	514	GS_PIERCINGSHOT
24	515	GS_RAPIDSHOWER
24	509	GS_SINGLEACTION
24	510	GS_SNAKEEYE
24	520	GS_SPREADATTACK
24	512	GS_TRACKING
24	502	GS_TRIPLEACTION
24	1	NV_BASIC
24	142	NV_FIRSTAID
24	143	NV_TRICKDEAD
24	408	WE_BABY
24	410	WE_CALLBABY
24	409	WE_CALLPARENT
25	681	ALL_INCCARRY
25	536	NJ_BAKUENRYU
25	532	NJ_BUNSINJYUTSU
25	540	NJ_HUUJIN
25	525	NJ_HUUMA
25	537	NJ_HYOUSENSOU
25	539	NJ_HYOUSYOURAKU
25	544	NJ_ISSEN
25	535	NJ_KAENSIN
25	542	NJ_KAMAITACHI
25	528	NJ_KASUMIKIRI
25	530	NJ_KIRIKAGE
25	534	NJ_KOUENKA
25	524	NJ_KUNAI
25	543	NJ_NEN
25	533	NJ_NINPOU
25	541	NJ_RAIGEKISAI
25	529	NJ_SHADOWJUMP
25	538	NJ_SUITON
25	523	NJ_SYURIKEN
25	527	NJ_TATAMIGAESHI
25	522	NJ_TOBIDOUGU
25	531	NJ_UTSUSEMI
25	526	NJ_ZENYNAGE
25	1	NV_BASIC
25	142	NV_FIRSTAID
25	143	NV_TRICKDEAD
25	408	WE_BABY
25	410	WE_CALLBABY
25	409	WE_CALLPARENT
4008	681	ALL_INCCARRY
4008	61	KN_AUTOCOUNTER
4008	62	KN_BOWLINGBASH
4008	57	KN_BRANDISHSPEAR
4008	64	KN_CAVALIERMASTERY
4008	1001	KN_CHARGEATK
4008	495	KN_ONEHAND
4008	56	KN_PIERCE
4008	63	KN_RIDING
4008	59	KN_SPEARBOOMERANG
4008	55	KN_SPEARMASTERY
4008	58	KN_SPEARSTAB
4008	60	KN_TWOHANDQUICKEN
4008	355	LK_AURABLADE
4008	359	LK_BERSERK
4008	357	LK_CONCENTRATION
4008	398	LK_HEADCRUSH
4008	399	LK_JOINTBEAT
4008	356	LK_PARRYING
4008	397	LK_SPIRALPIERCE
4008	358	LK_TENSIONRELAX
4008	1	NV_BASIC
4008	142	NV_FIRSTAID
4008	143	NV_TRICKDEAD
4008	146	SM_AUTOBERSERK
4008	5	SM_BASH
4008	8	SM_ENDURE
4008	145	SM_FATALBLOW
4008	7	SM_MAGNUM
4008	144	SM_MOVINGRECOVERY
4008	6	SM_PROVOKE
4008	4	SM_RECOVERY
4008	2	SM_SWORD
4008	3	SM_TWOHAND
4008	408	WE_BABY
4008	410	WE_CALLBABY
4008	409	WE_CALLPARENT
4009	681	ALL_INCCARRY
4009	54	ALL_RESURRECTION
4009	33	AL_ANGELUS
4009	34	AL_BLESSING
4009	32	AL_CRUCIS
4009	35	AL_CURE
4009	30	AL_DECAGI
4009	23	AL_DEMONBANE
4009	22	AL_DP
4009	28	AL_HEAL
4009	156	AL_HOLYLIGHT
4009	31	AL_HOLYWATER
4009	29	AL_INCAGI
4009	25	AL_PNEUMA
4009	24	AL_RUWACH
4009	26	AL_TELEPORT
4009	27	AL_WARP
4009	361	HP_ASSUMPTIO
4009	362	HP_BASILICA
4009	481	HP_MANARECHARGE
4009	363	HP_MEDITATIO
4009	12	MG_SAFETYWALL
4009	9	MG_SRECOVERY
4009	1	NV_BASIC
4009	142	NV_FIRSTAID
4009	143	NV_TRICKDEAD
4009	68	PR_ASPERSIO
4009	69	PR_BENEDICTIO
4009	75	PR_GLORIA
4009	66	PR_IMPOSITIO
4009	73	PR_KYRIE
4009	78	PR_LEXAETERNA
4009	76	PR_LEXDIVINA
4009	65	PR_MACEMASTERY
4009	74	PR_MAGNIFICAT
4009	79	PR_MAGNUS
4009	1014	PR_REDEMPTIO
4009	70	PR_SANCTUARY
4009	71	PR_SLOWPOISON
4009	72	PR_STRECOVERY
4009	67	PR_SUFFRAGIUM
4009	77	PR_TURNUNDEAD
4009	408	WE_BABY
4009	410	WE_CALLBABY
4009	409	WE_CALLPARENT
4010	681	ALL_INCCARRY
4010	483	HW_GANBANTEIN
4010	484	HW_GRAVITATION
4010	365	HW_MAGICCRASHER
4010	366	HW_MAGICPOWER
4010	400	HW_NAPALMVULCAN
4010	364	HW_SOULDRAIN
4010	14	MG_COLDBOLT
4010	157	MG_ENERGYCOAT
4010	17	MG_FIREBALL
4010	19	MG_FIREBOLT
4010	18	MG_FIREWALL
4010	15	MG_FROSTDIVER
4010	20	MG_LIGHTNINGBOLT
4010	11	MG_NAPALMBEAT
4010	12	MG_SAFETYWALL
4010	10	MG_SIGHT
4010	13	MG_SOULSTRIKE
4010	9	MG_SRECOVERY
4010	16	MG_STONECURSE
4010	21	MG_THUNDERSTORM
4010	1	NV_BASIC
4010	142	NV_FIRSTAID
4010	143	NV_TRICKDEAD
4010	408	WE_BABY
4010	410	WE_CALLBABY
4010	409	WE_CALLPARENT
4010	90	WZ_EARTHSPIKE
4010	93	WZ_ESTIMATION
4010	80	WZ_FIREPILLAR
4010	88	WZ_FROSTNOVA
4010	91	WZ_HEAVENDRIVE
4010	87	WZ_ICEWALL
4010	84	WZ_JUPITEL
4010	83	WZ_METEOR
4010	92	WZ_QUAGMIRE
4010	1006	WZ_SIGHTBLASTER
4010	81	WZ_SIGHTRASHER
4010	89	WZ_STORMGUST
4010	85	WZ_VERMILION
4010	86	WZ_WATERBALL
4011	2535	ALL_BUYING_STORE
4011	681	ALL_INCCARRY
4011	111	BS_ADRENALINE
4011	459	BS_ADRENALINE2
4011	101	BS_AXE
4011	98	BS_DAGGER
4011	96	BS_ENCHANTEDSTONE
4011	106	BS_FINDINGORE
4011	1013	BS_GREED
4011	110	BS_HAMMERFALL
4011	105	BS_HILTBINDING
4011	94	BS_IRON
4011	103	BS_KNUCKLE
4011	102	BS_MACE
4011	114	BS_MAXIMIZE
4011	97	BS_ORIDEOCON
4011	113	BS_OVERTHRUST
4011	108	BS_REPAIRWEAPON
4011	109	BS_SKINTEMPER
4011	104	BS_SPEAR
4011	95	BS_STEEL
4011	99	BS_SWORD
4011	100	BS_TWOHANDSWORD
4011	1012	BS_UNFAIRLYTRICK
4011	112	BS_WEAPONPERFECT
4011	107	BS_WEAPONRESEARCH
4011	2544	MC_CARTDECORATE
4011	153	MC_CARTREVOLUTION
4011	154	MC_CHANGECART
4011	37	MC_DISCOUNT
4011	40	MC_IDENTIFY
4011	36	MC_INCCARRY
4011	155	MC_LOUD
4011	42	MC_MAMMONITE
4011	38	MC_OVERCHARGE
4011	39	MC_PUSHCART
4011	41	MC_VENDING
4011	1	NV_BASIC
4011	142	NV_FIRSTAID
4011	143	NV_TRICKDEAD
4011	408	WE_BABY
4011	410	WE_CALLBABY
4011	409	WE_CALLPARENT
4011	387	WS_CARTBOOST
4011	485	WS_CARTTERMINATION
4011	384	WS_MELTDOWN
4011	486	WS_OVERTHRUSTMAX
4011	477	WS_WEAPONREFINE
4012	148	AC_CHARGEARROW
4012	45	AC_CONCENTRATION
4012	46	AC_DOUBLE
4012	147	AC_MAKINGARROW
4012	43	AC_OWL
4012	47	AC_SHOWER
4012	44	AC_VULTURE
4012	681	ALL_INCCARRY
4012	117	HT_ANKLESNARE
4012	126	HT_BEASTBANE
4012	122	HT_BLASTMINE
4012	129	HT_BLITZBEAT
4012	123	HT_CLAYMORETRAP
4012	130	HT_DETECTING
4012	127	HT_FALCON
4012	120	HT_FLASHER
4012	121	HT_FREEZINGTRAP
4012	116	HT_LANDMINE
4012	1009	HT_PHANTASMIC
4012	499	HT_POWER
4012	124	HT_REMOVETRAP
4012	119	HT_SANDMAN
4012	118	HT_SHOCKWAVE
4012	115	HT_SKIDTRAP
4012	131	HT_SPRINGTRAP
4012	128	HT_STEELCROW
4012	125	HT_TALKIEBOX
4012	1	NV_BASIC
4012	142	NV_FIRSTAID
4012	143	NV_TRICKDEAD
4012	381	SN_FALCONASSAULT
4012	382	SN_SHARPSHOOTING
4012	380	SN_SIGHT
4012	383	SN_WINDWALK
4012	408	WE_BABY
4012	410	WE_CALLBABY
4012	409	WE_CALLPARENT
4013	681	ALL_INCCARRY
4013	379	ASC_BREAKER
4013	407	ASC_CDP
4013	378	ASC_EDP
